49,146
36,176
55,189
181,185
173,181
43,71
14,44
10,159
2,155
35,103
147,164
97,163
2,191
17,176
9,172
84,86
94,130
55,58
39,199
97,140
14,142
7,103
28,162
94,107
146,154
6,143
12,74
32,52
131,174
84,99
40,172
87,104
33,133
97,153
49,113
50,78
55,156
101,123
153,170
19,90
175,194
104,170
10,126
16,57
156,180
57,94
2,158
120,150
1,162
66,179
99,176
118,189
101,136
2,135
108,153
7,70
66,156
18,79
97,143
24,159
42,64
1,175
7,106
60,81
82,136
123,137
21,126
146,157
145,161
56,83
116,134
108,130
0,188
73,172
31,175
18,92
4,194
19,57
79,108
16,168
4,50
23,63
56,60
8,169
54,136
37,83
38,48
10,129
43,126
54,172
122,190
7,60
36,123
21,116
18,190
44,99
85,100
56,73
22,80
103,154
20,156
167,175
72,166
97,110
138,148
103,190
55,113
7,73
107,160
139,192
118,169
71,94
17,123
190,194
58,160
50,156
42,152
110,170
37,73
83,189
106,172
12,165
70,106
16,135
88,160
140,170
7,171
162,194
18,180
10,96
51,97
23,151
64,152
96,141
87,172
0,24
121,170
141,148
73,93
18,157
42,142
146,199
125,176
12,119
32,97
103,157
1,109
7,40
16,125
147,199
40,73
26,138
38,149
69,136
7,161
8,126
121,183
73,106
29,185
94,165
40,194
4,128
64,142
70,73
16,102
53,169
92,97
37,161
10,27
33,47
83,133
22,37
48,175
54,106
122,124
0,135
146,189
124,170
17,44
7,30
25,164
76,129
129,141
6,70
192,197
79,140
50,113
82,145
2,36
8,116
92,195
29,175
103,124
94,155
41,149
127,152
179,199
17,57
58,94
49,125
130,199
101,135
8,93
33,37
1,53
45,132
7,105
78,165
79,130
101,148
83,136
127,142
116,169
103,199
149,166
160,175
139,152
26,95
150,167
61,89
1,187
153,172
17,168
75,109
104,172
37,82
16,59
17,24
42,197
135,159
68,69
73,184
24,148
97,132
101,102
20,34
78,155
118,191
90,129
76,194
163,199
4,62
58,182
131,166
105,114
43,53
73,161
30,199
86,100
56,108
26,85
18,81
78,132
23,196
64,197
97,145
36,135
182,189
145,163
16,49
8,194
54,161
85,148
24,138
97,122
16,134
88,159
30,68
23,29
36,148
76,184
52,92
44,88
144,175
115,148
27,184
23,150
30,45
117,199
9,108
60,73
132,178
7,183
73,128
34,57
133,179
152,192
85,102
108,122
41,181
7,39
106,161
32,132
178,186
136,189
0,36
99,158
11,45
29,99
52,82
37,39
2,81
127,197
99,135
72,181
46,165
151,181
98,175
15,177
45,56
71,194
103,146
95,142
107,116
99,112
29,53
1,134
25,199
99,148
102,158
40,183
31,134
24,95
106,164
33,180
93,194
180,199
117,179
22,170
21,62
139,197
132,158
70,183
50,125
91,126
102,135
47,199
7,163
19,137
66,69
165,191
4,94
131,198
143,172
135,168
25,153
111,112
50,102
10,29
7,140
113,158
79,165
84,100
102,148
22,39
103,113
162,199
87,105
24,85
17,46
35,94
41,174
138,192
2,182
120,174
7,117
91,116
82,147
102,125
9,199
41,151
7,9
73,183
5,48
46,86
105,172
2,159
108,177
68,104
168,191
120,151
66,180
18,103
58,96
101,137
7,130
25,35
39,82
48,167
80,199
12,101
17,36
115,193
156,194
128,132
12,186
46,99
96,185
142,152
48,144
61,199
95,112
135,148
195,199
38,72
157,172
95,197
27,62
86,148
79,109
90,118
82,114
161,178
20,59
112,142
91,119
34,79
25,110
44,123
65,66
17,26
156,184
3,91
22,104
14,100
12,176
23,185
7,97
70,153
23,41
60,108
133,178
44,100
24,42
108,121
87,183
7,74
120,131
90,108
82,104
163,178
1,179
41,72
31,58
69,170
7,195
93,118
56,87
0,192
7,51
86,115
18,60
4,162
23,175
1,156
30,70
4,18
17,137
105,106
54,140
14,67
89,97
67,115
18,73
171,172
76,163
9,110
148,188
100,148
6,104
38,173
4,31
15,189
81,134
73,130
18,194
43,107
55,81
20,160
78,101
138,152
16,126
97,199
7,162
181,198
39,114
3,48
62,134
73,143
74,108
155,182
4,129
75,189
15,58
99,137
159,188
63,71
49,136
77,118
109,187
48,91
26,152
58,141
122,125
34,49
25,80
71,196
112,197
137,141
24,84
96,109
41,173
26,44
107,118
70,87
10,185
108,199
88,141
100,115
73,97
91,151
3,38
41,150
